ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,CODIGO_LOCALIDAD,LOCALIDAD,ANO SERVICIO,MES SERVICIO,ENERGIA ACTIVA,ENERGIA REACTIVA,POTENCIA MAXIMA,DEMANDA MAXIMA,PROMEDIO DIARIO EN HORAS
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,5,4428,23944,288,Domingo,715
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,5,4216,158165,4308,Jueves,4
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,5,2323099,76901594,429264,Viernes,24
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,5,104516,3633934,21032,Miercoles,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,5,15238,504658,17178,Viernes,321
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,5,11337,477102,8779,Sabado,518
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,5,11115,3176,4916,Viernes,914
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,5,5578,226374,2973,Martes,8
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,5,948,34706,618,Lunes,64
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,5,7549,485346,4116,Martes,76
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,5,17415,59742,4883,Miercoles,1457
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,5,14585,592219,6995,Viernes,819
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,5,133752,6828858,3361,Miercoles,1813
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,5,29461,91601,11079,Lunes,1117
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,5,24043,1011541,9062,Sabado,1022
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,5,3997,29364,3517,Miercoles,518
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,5,84101,3670383,31328,Sabado,949
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,5,12556,555266,6416,Sabado,9
19,CAUCA,19418,LOPEZ MICAY,19418024,BETANIA NAYA LAPEZ,2021,6,6346,221459,2952,Sabado,854
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,6,4352,85528,2876,Lunes,66
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,6,12348,730118,825,Miercoles,635
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,6,4179,11358,2846,Lunes,558
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,6,4504,151232,3616,Jueves,56
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,6,7137,419066,3388,Miercoles,821
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,6,1137,45519,3346,Jueves,148
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,6,5187,262192,3573,Domingo,615
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,6,3590,14564,2458,Sabado,558
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,6,27979,1503934,16537,Sabado,722
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,6,6701,232446,1987,Lunes,1532
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,6,3289472,1020489,680293,Jueves,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,6,8067,335841,3603,Viernes,944
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,6,3521,68249,4656,Sabado,33
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,6,7106,2037,40,Sabado,811
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,6,5144,198914,4436,Sabado,511
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,6,100352,3409142,22106,Jueves,2357
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,6,15392,551624,16685,Domingo,453
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,6,14606,659452,7857,Sabado,89
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,6,11594,3596,511,Sabado,957
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,6,846,31598,605,Viernes,624
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,6,7047,42876,4094,Domingo,651
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,6,18743,320646,464,Domingo,1742
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,6,10462,431155,665,Sabado,637
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,6,22248,963485,8347,Jueves,1015
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,6,4629,30534,4221,Viernes,633
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,6,114198,5055327,32032,Domingo,14
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,6,11364,516694,6125,Viernes,99
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,7,53463,1730734,16195,Miercoles,1348
19,CAUCA,19418,LOPEZ MICAY,19418024,BETANIA NAYA LAPEZ,2021,7,5777,205945,3012,Domingo,724
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,7,4135,85449,2956,Martes,531
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,7,12206,690992,8646,Sabado,617
97,VAUPES,97161,CARURU,97161000,CARURA,2021,7,17752,281305,7137,Jueves,1216
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,7,22270,864019,11387,Jueves,831
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,7,5521,225449,3382,Jueves,625
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,7,7378,425641,3484,Sabado,83
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,7,278417,12202168,60984,Martes,2332
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,7,10049,507293,4003,Sabado,177
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,7,5762,28165,3736,Sabado,64
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,7,1539048,51774008,297088,Jueves,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,7,3920,161502,2422,Viernes,629
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,7,28819,1536207,17202,Sabado,79
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,7,6984,23425,2115,Domingo,1437
19,CAUCA,19418,LOPEZ MICAY,19418007,LA CONCHA,2021,7,1034,24732,1432,Sabado,38
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,7,302496,1372967,57636,Lunes,24
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,7,3468354,1081769,699584,Jueves,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,7,8397,334857,3581,Viernes,933
19,CAUCA,19809,TIMBIQUI,19809026,LOS BRAZOS,2021,7,8936,172718,4687,Sabado,714
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,7,149997,592581,30888,Miercoles,2356
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,7,72315,2488079,16896,Viernes,199
97,VAUPES,97001,MITU,97001000,MITA,2021,7,1221413,37748496,255994,Jueves,24
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,7,7660,2416,40,Sabado,811
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,7,80159,3043064,1664,Domingo,2151
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,7,4350,24784,288,Sabado,648
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,7,5230,208768,428,Jueves,53
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,7,2154809,74807854,397584,Jueves,2359
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,7,861962,34204031,177874,Jueves,2342
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,7,101229,3522688,21648,Viernes,24
19,CAUCA,19809,TIMBIQUI,19809023,PUERTO SAIJA,2021,7,26959,929799,17213,Miercoles,554
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,7,15208,699494,7591,Sabado,9
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,7,7440,256626,5555,Domingo,526
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,7,11919,4164,4877,Miercoles,946
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,7,5823,26325,2851,Miercoles,85
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,7,897,33381,598,Sabado,623
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,7,7033,438643,4025,Martes,636
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,7,20586,71612,4842,Martes,187
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,7,15828,681456,6797,Jueves,928
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2021,7,4556,27478,2566,Martes,76
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,7,126001,6614999,31445,Martes,1816
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,7,28872,89199,12188,Martes,1049
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,7,22753,1019364,8381,Viernes,1016
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,7,5563,33915,4195,Miercoles,815
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,7,107662,4753628,31222,Miercoles,1259
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,7,9865,461776,704,Viernes,714
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,8,59261,1983575,18091,Jueves,1333
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,8,4112,84525,3052,Martes,537
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,8,12634,725293,8243,Martes,628
97,VAUPES,97161,CARURU,97161000,CARURA,2021,8,19390,310409,7445,Martes,1219
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,8,23993,952411,11405,Domingo,849
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,8,4619,195744,321,Jueves,528
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,8,6831,401508,3508,Viernes,742
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,8,294302,12600775,6622,Jueves,2359
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,8,12445,607085,4433,Jueves,1723
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,8,6469,31271,3696,Sabado,79
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,8,1654297,55614944,320056,Martes,2351
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,8,3720,150905,2509,Sabado,619
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,8,14790,77122,13702,Domingo,424
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,8,6170,213551,2282,Domingo,1227
19,CAUCA,19418,LOPEZ MICAY,19418007,LA CONCHA,2021,8,2213,40164,142,Sabado,622
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,8,312980,13962168,61182,Miercoles,2359
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,8,3849566,1187349,794633,Miercoles,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,8,8950,373437,3747,Sabado,10
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,8,154955,619168,31284,Jueves,24
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,8,75422,2620893,18788,Jueves,1911
97,VAUPES,97001,MITU,97001000,MITA,2021,8,1273403,39076749,269634,Miercoles,2358
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,8,70977,220198,3067,Lunes,122
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,8,5418,1801,40,Miercoles,6
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,8,85325,3075981,16941,Domingo,229
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,8,4394,25944,288,Sabado,7
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,8,5662,222631,4604,Viernes,53
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,8,2225164,74504518,417208,Viernes,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,8,961358,36964406,197595,Jueves,2359
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,8,110682,3944459,23778,Martes,24
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,8,17548,76033,8289,Sabado,951
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,8,8774,321168,5453,Jueves,644
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,8,11744,4140,4805,Viernes,938
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2021,8,5399,2044,3699,Sabado,62
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,8,5921,258773,3014,Lunes,8
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,8,836,35962,566,Miercoles,551
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,8,7907,535335,3828,Lunes,84
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,8,20083,602086,4746,Miercoles,1729
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,8,16142,686467,6982,Lunes,942
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2021,8,5031,299969,2527,Sabado,81
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,8,134645,7010138,34637,Jueves,1812
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,8,30762,915264,12346,Martes,105
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,8,23827,1076112,8896,Jueves,1016
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,8,1470,10556,4077,Lunes,157
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,8,86883,3780014,32067,Sabado,1016
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,9,4195,85871,2984,Martes,554
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,9,13022,714206,8877,Martes,626
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,9,25753,969967,11774,Jueves,912
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,9,38,648,1456,Jueves,6
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,9,5737,2711,3178,Lunes,741
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,9,7108,420373,3368,Miercoles,83
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,9,313026,12926003,704,Lunes,2359
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2021,9,2874,93891,3155,Lunes,346
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,9,12661,660744,383,Sabado,1822
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,9,6544,31571,4078,Sabado,721
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,9,1644339,53609908,32824,Jueves,2353
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,9,3573,157207,264,Sabado,548
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,9,13611,731078,14051,Viernes,421
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,9,6464,235515,1923,Sabado,148
19,CAUCA,19418,LOPEZ MICAY,19418007,LA CONCHA,2021,9,2518,46248,1516,Viernes,645
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,9,314855,1381771,62359,Jueves,2349
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,9,3758106,1158829,734851,Lunes,24
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,9,7729,345231,5897,Jueves,919
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,9,157120,616968,32076,Jueves,2358
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,9,77896,2864697,19668,Lunes,1917
97,VAUPES,97001,MITU,97001000,MITA,2021,9,1296787,39794591,276564,Lunes,2357
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,9,71218,2221505,29796,Jueves,1324
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,9,5674,1841,44,Sabado,618
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,9,84503,3083736,18739,Sabado,2144
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,9,3863,22376,256,Lunes,649
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,9,5861,230168,452,Jueves,553
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,9,2273788,75787624,440968,Jueves,24
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,9,938441,36260638,197569,Lunes,24
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,9,109597,388623,23197,Sabado,24
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,9,15904,681798,8389,Sabado,827
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,9,8156,297518,5203,Viernes,637
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,9,8896,4250,4733,Miercoles,742
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873001,SAN ANTONIO DE PADUA,2021,9,4520,167079,385,Martes,58
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,10,5093,247251,3414,Sabado,557
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,9,5735,301372,3389,Sabado,739
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,9,776,33249,563,Viernes,553
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,9,7793,540014,3852,Sabado,83
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,9,19617,717584,4906,Jueves,1727
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,9,14985,646963,6554,Jueves,923
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2021,9,5154,310243,2717,Martes,836
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,9,135039,6938861,34397,Lunes,189
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,9,32757,1021403,13376,Martes,1112
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,9,23838,1076906,9096,Martes,1021
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,9,4371,51074,3837,Jueves,651
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,9,95811,3950408,32877,Lunes,1126
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,9,4090,178622,5258,Domingo,321
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,10,69451,2445991,21433,Jueves,1525
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,10,4429,86286,2948,Domingo,65
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,10,12327,668634,9158,Lunes,537
97,VAUPES,97161,CARURU,97161000,CARURA,2021,10,20535,3710,7726,Viernes,1221
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,10,25408,946739,12285,Jueves,841
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,10,2967,6944,2954,Domingo,41
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,10,5460,311847,3464,Jueves,556
99,VICHADA,99773,CUMARIBO,99773000,CUMARIBO,2021,10,342503,1419231,7216,Viernes,24
19,CAUCA,19418,LOPEZ MICAY,19418011,DOS QUEBRADAS,2021,10,4914,203971,304,Martes,63
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753002,GUACAMAYAS,2021,10,12852,64914,3936,Domingo,1717
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753015,GUAYABAL,2021,10,7139,354282,4242,Martes,714
94,GUAINIA,94001,INIRIDA,94001000,INARIDA,2021,10,1779424,58319052,341968,Jueves,24
19,CAUCA,19418,LOPEZ MICAY,19418038,ISLA DE GALLO,2021,10,3436,155321,2458,Sabado,545
13,BOLIVAR,13001,CARTAGENA,13001007,ISLA FUERTE CARTAGENA,2021,10,16314,887541,13427,Domingo,452
13,BOLIVAR,13001,CARTAGENA,13001037,ISLA MACURA,2021,10,7190,252166,2118,Lunes,143
99,VICHADA,99524,LA PRIMAVERA,99524000,LA PRIMAVERA,2021,10,334634,14693426,63671,Viernes,2354
91,AMAZONAS,91001,LETICIA,91001000,LETICIA,2021,10,3944821,1212683,789422,Viernes,2359
19,CAUCA,19318,GUAPI,19318008,LIMONES GUAPI,2021,10,8323,378244,3647,Viernes,935
50,META,50325,MAPIRIPAN,50325000,MAPIRIPAÅN,2021,10,167930,6506192,34892,Jueves,2346
95,GUAVIARE,95200,MIRAFLORES,95200000,MIRAFLORES,2021,10,82653,3023713,19272,Jueves,191
97,VAUPES,97001,MITU,97001000,MITA,2021,10,1366845,41527378,28096,Jueves,24
44,LA GUAJIRA,44847,URIBIA,44847012,NAZARETH URIBIA,2021,10,60853,163515,26484,Martes,1135
19,CAUCA,19418,LOPEZ MICAY,19418009,NOANAMITO LAPEZ,2021,10,6657,2070,44,Jueves,622
47,MAGDALENA,47189,CIENAGA,47189018,PALMOR CIANAGA,2021,10,96684,359916,17978,Martes,233
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573009,PIAUAO NEGRO,2021,10,4256,25008,288,Sabado,73
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753009,PUERTO BETANIA,2021,10,5993,23222,466,Miercoles,539
99,VICHADA,99001,PUERTO CARREAO,99001000,PUERTO CARRENO,2021,10,2451986,8127834,4664,Lunes,2359
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,86573000,PUERTO LEGUIZAMO,2021,10,999016,38939466,2167,Jueves,2345
91,AMAZONAS,91540,PUERTO NARIAO,91540000,PUERTO NARIO,2021,10,110001,4008937,22581,Jueves,24
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,18150001,REMOLINO DEL CAGUAN,2021,10,16823,708549,8813,Sabado,824
19,CAUCA,19418,LOPEZ MICAY,19418012,SAN ANTONIO DE CHUARE,2021,10,6339,223454,5526,Jueves,443
19,CAUCA,19318,GUAPI,19318013,SAN ANTONIO DE GUAJUI,2021,10,10113,4320,4744,Domingo,835
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,SAN FRANCISCO DE NAYA,2021,10,6084,354025,3213,Sabado,745
19,CAUCA,19418,LOPEZ MICAY,19418015,SAN ISIDRO LAPEZ,2021,10,834,39029,573,Lunes,61
19,CAUCA,19809,TIMBIQUI,19809007,SAN JOSE,2021,10,7706,54097,3746,Miercoles,747
13,BOLIVAR,13001,CARTAGENA,13001901,SANTA CRUZ DEL ISLOTE,2021,10,20040,720168,5203,Jueves,166
19,CAUCA,19809,TIMBIQUI,19809008,SANTA MARIA,2021,10,9591,395808,7558,Viernes,53
19,CAUCA,19809,TIMBIQUI,19809009,SANTA ROSA DE SAIJA,2021,10,4002,241822,2256,Sabado,649
99,VICHADA,99624,SANTA ROSALIA,99624000,SANTA ROSALIA,2021,10,144935,7251294,3961,Viernes,1728
97,VAUPES,97666,TARAIRA,97666000,TARAIRA,2021,10,22286,671055,13385,Martes,725
91,AMAZONAS,91798,TARAPACA,91798000,TARAPACA,2021,10,24608,1109431,9362,Viernes,1017
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873002,VEGAEZ VIGIA,2021,10,5006,49978,3702,Sabado,7
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,5873000,VIGAçA DEL FUERTE,2021,10,64864,2472923,33053,Jueves,731
19,CAUCA,19418,LOPEZ MICAY,19418019,ZARAGOZA LOPEZ,2021,10,9358,386424,6493,Sabado,636
94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCO MINAS,2021,11,62478,1055846,21084,Miercoles,1358
19,CAUCA,19418,LOPEZ MICAY,19418033,BOCA GRANDE,2021,11,4101,80769,2972,Martes,556
85,CASANARE,85430,TRINIDAD,85430001,BOCAS DEL PAUTO,2021,11,13748,769795,8864,Lunes,625
97,VAUPES,97161,CARURU,97161000,CARURA,2021,11,26121,767829,9293,Jueves,1258
99,VICHADA,99001,PUERTO CARREAO,99001002,CASUARITO,2021,11,25865,944262,12619,Martes,845
19,CAUCA,19809,TIMBIQUI,19809014,CHACAN,2021,11,4588,113689,2946,Domingo,639
19,CAUCA,19809,TIMBIQUI,19809010,COMUNIDAD DE CHETE,2021,11,5405,267772,3379,Martes,635
19,CAUCA,19809,TIMBIQUI,19809003,COTEJE,2021,11,6493,395595,3516,Domingo,719
